genres,title,tags,id,developer,Añio,price
"['Adventure', 'Casual', 'Indie']",Time Trap - Mystery Hidden Objects,"['Indie', 'Adventure', 'Casual', 'Hidden Object', 'Sci-fi', 'Puzzle', 'Atmospheric']",661040,Crisp App Studio,2017,3.99
"['Action', 'Free to Play']",Blacksquad - EA FREE TIMED WEAPON PACKAGE 2,"['Free to Play', 'Action', 'Violent', 'Gore', 'FPS']",654171,NS STUDIO,2017,0.0
"['Adventure', 'Casual', 'Indie', 'Simulation']",Pink Rage Otome,"['Indie', 'Casual', 'Adventure', 'Simulation', 'Visual Novel', 'Otome', 'Anime']",664620,cyboheart,2017,0.99
"['Indie', 'Simulation', 'Early Access']",Machine World 2,"['Early Access', 'Simulation', 'Indie', 'Sandbox', 'Realistic', 'Open World', 'Building']",650350,Trino Games,2017,24.99
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Battlefield Alliance（战地联盟）,"['Casual', 'Indie', 'Strategy', 'Action', 'Simulation', 'RPG', 'Adventure']",681350,LIUTING,2017,3.99
"['Casual', 'Indie', 'Simulation', 'Early Access']",Primal Lands,"['Early Access', 'Simulation', 'Indie', 'Casual', 'Gore']",661690,BlockheadGames,2017,3.99
"['Adventure', 'Free to Play']",Tap Adventure: Time Travel - Traveler's Pack,"['Adventure', 'Free to Play', 'RPG', 'Magic']",620381,Avallon Alliance,2017,11.99
"['Action', 'Indie']",Skyfall,"['Action', 'Indie', 'FPS']",659100,AYE Technology,2017,3.99
"['Adventure', 'Indie']",Cube Creatures,"['Adventure', 'Indie', 'Casual']",672080,Chu Xiaosong,2017,1.99
"['Casual', 'Indie']",Brain Storm : Tower Bombarde,"['Indie', 'Casual']",669750,SaintHeiser,2017,3.99
"['Action', 'Adventure', 'Indie']",Sundered - OST,"['Action', 'Adventure', 'Indie']",686430,Thunder Lotus Games,2017,9.99
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Astoria: The Holders of Power Saga,"['Adventure', 'Indie', 'Action', 'Strategy', 'RPGMaker', 'RPG', 'Turn-Based Combat', 'Pixel Graphics']",669380,Golden Unicorn Gaming Inc,2017,4.99
"['Action', 'Free to Play', 'Early Access']",Black Squad,"['Early Access', 'Free to Play', 'FPS', 'Multiplayer', 'Shooter', 'Action', 'Military', 'First-Person', 'PvP', 'Massively Multiplayer', 'Tactical', 'Team-Based', 'Co-op', 'Violent', 'War', 'Singleplayer', 'Gore', 'Open World', 'Strategy', 'Adventure']",550650,NS STUDIO,2017,0.0
"['Action', 'Adventure', 'Indie']",Deadly Edge,"['Action', 'Indie', 'Adventure']",564100,Bison Kings Game Studios,2017,9.99
"['Action', 'Adventure', 'Indie']",Sundered,"['Indie', 'Action', 'Metroidvania', 'Hand-drawn', 'Female Protagonist', 'Adventure', 'Lovecraftian', 'Platformer', '2D', 'Side Scroller', 'Difficult', 'Rogue-like', 'Atmospheric', 'Singleplayer', 'Exploration', 'Horror', 'Controller', 'Kickstarter', 'Great Soundtrack', 'Dark']",535480,Thunder Lotus Games,2017,19.99
"['Racing', 'Simulation']",Car Mechanic Simulator 2018 - Dodge DLC,"['Simulation', 'Racing']",672271,Red Dot Games,2017,4.99
"['Racing', 'Simulation']",Car Mechanic Simulator 2018 - Mazda DLC,"['Simulation', 'Racing']",672270,Red Dot Games,2017,4.99
"['Indie', 'Simulation', 'Strategy']",BusinessMan,"['Indie', 'Simulation', 'Strategy']",677820,SugGames,2017,11.99
"['Action', 'Indie']",Galaxy Annihilation,"['Action', 'Indie', 'Space', 'Aliens', ""Shoot 'Em Up""]",673230,Lunarhellgames,2017,2.99
"['Adventure', 'Simulation']",Ostwind/Windstorm,"['Adventure', 'Simulation', 'Family Friendly', 'Horses', 'Exploration', 'Racing']",649810,Aesir Interactive,2017,19.99
"['Action', 'Massively Multiplayer', 'Racing']",Crossout - Wasteland Warrior pack,"['Racing', 'Massively Multiplayer', 'Action']",643740,Targem Games,2017,29.99
['Indie'],Impresja,"['Indie', 'Puzzle', 'Abstract', 'Exploration', 'First-Person']",657530,Adam Tarnowski,2017,2.99
['Strategy'],Civilization VI - Nubia Civilization &amp; Scenario Pack,['Strategy'],645400,"Firaxis,Aspyr (Mac, Linux)",2017,4.99
"['Adventure', 'Free to Play', 'Simulation']",Solarium,"['Free to Play', 'Adventure', 'Simulation', 'Indie', 'Education', 'Multiplayer', 'Science']",668770,Sunfleck Software,2017,0.0
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",HammerHelm,"['Early Access', 'Adventure', 'Simulation', 'RPG', 'Indie', 'Base Building', 'City Builder', 'Crafting']",664000,SuperSixStudios,2017,14.99
"['Adventure', 'RPG', 'Strategy']",Dr. Dungeon's MADMAN!,"['Strategy', 'RPG', 'Adventure']",684570,Robert J. Deutsch,2017,14.99
"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",CrazyCar,"['Casual', 'Racing', 'Simulation', 'Adventure', 'Indie', 'Sports', 'Music']",652230,Apillo,2017,5.99
"['Action', 'Adventure', 'Indie', 'RPG']",Immortal Planet,"['Action', 'Indie', 'RPG', 'Adventure', 'Isometric', 'Difficult']",631980,teedoubleuGAMES,2017,14.99
"['Action', 'Adventure', 'Indie']",Malfunction,"['Action', 'Adventure', 'Indie', 'Puzzle', 'Pixel Graphics', 'Robots', 'Sci-fi', 'Futuristic', 'Singleplayer']",666910,Barlock Games,2017,4.99
"['Action', 'Adventure', 'Casual', 'Indie']",I'm Titanium,"['Action', 'Casual', 'Adventure', 'Indie', 'Twin Stick Shooter', 'Tower Defense']",597990,SGS Team,2017,6.99
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Mysteries of Fence,"['Casual', 'Indie', 'Adventure', 'Simulation', 'Strategy', 'RPG', 'Anime']",644550,橙光游戏,2017,3.99
"['Adventure', 'Casual', 'Indie']",Bai Qu 百曲,"['Indie', 'Casual', 'Adventure', 'Visual Novel', 'Anime']",516600,"Magenta Factory,ZiX Solutions",2017,11.99
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Morendar: Goblin Slayer,"['Action', 'Adventure', 'RPG', 'Indie', 'Casual', 'Dungeon Crawler', 'Fantasy', 'Third Person']",679460,Virtual Top,2017,8.99
"['Adventure', 'Casual', 'Indie']",Bai Qu OST,"['Indie', 'Casual', 'Adventure']",661710,"Magenta Factory,Gustav Yu",2017,2.99
"['Adventure', 'Indie']",RHEM I SE: The Mysterious Land,"['Adventure', 'Indie', 'Puzzle']",656900,Knut Müller,2017,9.99
"['Action', 'Adventure', 'Casual', 'Indie']",Achievement Hunter: Cromulent,"['Action', 'Adventure', 'Indie', 'Casual']",675460,putilin_industries,2017,0.99
"['Casual', 'Indie', 'Strategy']",Professor Watts Memory Match: Shapes And Colors,"['Indie', 'Casual', 'Strategy']",679530,Ripknot Systems,2017,1.99
"['Casual', 'Indie']",Akin Vol 2,"['Indie', 'Casual', 'Puzzle']",654820,ThinkOfGames,2017,2.99
"['Adventure', 'Casual', 'Indie']",火箭星战 Star-Rocket Strike,"['Adventure', 'Indie', 'Casual', 'Third-Person Shooter']",665900,ChuMoran,2017,2.99
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",Crystalline,"['Early Access', 'Visual Novel', 'Adventure', 'Anime', 'RPG', 'Indie', 'Simulation', 'Romance', 'Sexual Content', 'Action', 'Dating Sim', 'Choices Matter', 'Story Rich', 'Choose Your Own Adventure', 'Cute', '2D', 'Funny', 'Comedy', 'Multiple Endings', 'Episodic']",616250,PixelFade Inc,2017,19.99
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Business Tour - Online Multiplayer Board Game,"['Free to Play', 'Board Game', 'Strategy', 'Casual', 'Massively Multiplayer', 'Indie', 'Management', 'Capitalism', 'Multiplayer', 'Trading', 'Co-op', 'Singleplayer']",397900,Creobit,2017,0.0
"['Adventure', 'Casual', 'Indie']",Out for blood,"['Adventure', 'Indie', 'Casual', 'Visual Novel']",674060,bch waves studio,2017,1.99
"['Casual', 'Indie']",LA soul,"['Casual', 'Indie']",674030,bch waves studio,2017,0.99
"['Racing', 'Simulation', 'Sports']",MXGP3 - Additional Tracks,"['Simulation', 'Racing', 'Sports']",607250,Milestone S.r.l.,2017,7.99
['Simulation'],Train Simulator: Rebuilt Bulleid Light Pacific Steam Loco Add-On,['Simulation'],500214,Just Trains,2017,19.99
"['Adventure', 'Casual', 'Indie', 'Early Access']",Conjuntalia,"['Early Access', 'Adventure', 'Indie', 'Casual', 'Puzzle', 'Fantasy', 'Dark Fantasy', '3D Platformer', 'Dark Comedy', 'Survival Horror', 'Horror']",619340,SubJuegos,2017,0.99
"['Adventure', 'Indie', 'RPG']",Fighting Fantasy Legends,"['RPG', 'Adventure', 'Indie', 'Card Game']",496340,Nomad Games,2017,9.99
['Indie'],Tricone Lab,"['Indie', 'Puzzle', 'Level Editor', 'Difficult', 'Minimalist', 'Singleplayer', 'Abstract', 'Family Friendly', 'Science']",392610,Partickhill Games Limited,2017,9.99
['Strategy'],NOBUNAGA’S AMBITION: Shouseiroku with Power Up Kit / 信長の野望・将星録 with パワーアップキット,['Strategy'],628100,"KOEI TECMO GAMES CO., LTD.",2017,19.99
['Strategy'],Romance of the Three Kingdoms　VII with Power Up Kit / 三國志VII with パワーアップキット,['Strategy'],628030,"KOEI TECMO GAMES CO., LTD.",2017,19.99
['Simulation'],Winning Post / ウイニングポスト,['Simulation'],628180,"KOEI TECMO GAMES CO., LTD.",2017,12.99
"['Adventure', 'Casual', 'Indie', 'Simulation']",Beta Runner,"['Adventure', 'Indie', 'Casual', 'Simulation']",656020,Lightsoutgames,2017,2.99
"['Adventure', 'Indie']",Bildo,"['Adventure', 'Indie', 'Platformer']",674390,Dalesi,2017,5.99
"['Action', 'Adventure', 'Indie']",Cloudbase Prime,"['Adventure', 'Indie', 'Action']",511250,Floating Island Games,2017,9.99
"['RPG', 'Strategy']",位面穿越者-三国传(A Bit Crosser-Three Kingdoms),"['RPG', 'Strategy', 'RPGMaker']",658610,singi,2017,1.99
"['Action', 'Adventure', 'Indie']",XMinutes: Wings,"['Action', 'Indie', 'Adventure', 'Top-Down Shooter', 'Bullet Hell', ""Shoot 'Em Up""]",671050,XMinutesGames,2017,0.99
"['Action', 'Free to Play']",Blacksquad - EA FREE TIMED WEAPON PACKAGE 1,"['Free to Play', 'Action', 'Violent', 'Gore']",654170,NS STUDIO,2017,0.0
"['Indie', 'Strategy', 'Early Access']",Timbertales,"['Early Access', 'Strategy', 'Indie']",673480,Rainware,2017,4.99
"['Action', 'Simulation']",AHTS Ship Simulator,"['Simulation', 'Action', 'VR']",670910,"Hashplay, Inc.",2017,13.99
"['Casual', 'Indie']",OHOTA KREPKOE - Soundtrack,"['Indie', 'Casual']",676780,infiltration,2017,0.99
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Steel Punk Ball,"['Strategy', 'Adventure', 'Action', 'Indie', 'Casual']",679510,ExclexGame,2017,1.99
"['Action', 'Adventure', 'Casual', 'Racing', 'Simulation', 'Sports']",The Climber,"['Adventure', 'Action', 'Casual', 'Simulation', 'Racing', 'Sports']",678500,Felipe Nicolazzi,2017,3.99
"['Action', 'Adventure']",Mafia III: Sign of the Times,"['Gore', 'Action', 'Adventure', 'Violent', 'Nudity', 'Sexual Content']",598022,Hangar 13,2017,9.99
"['Adventure', 'Indie']",Forgotten Faces,"['Adventure', 'Indie']",664870,RIP Horse Studio,2017,2.99
"['Action', 'Indie']",People Eater,"['Action', 'Indie', 'Procedural Generation', 'Rogue-like']",618190,Perfect Square Studios LLC,2017,8.99
"['Indie', 'Simulation', 'Strategy']",Aven Colony,"['Strategy', 'City Builder', 'Simulation', 'Indie', 'Sci-fi', 'Singleplayer', 'Base Building', 'Space', 'Survival']",484900,Mothership Entertainment LLC,2017,29.99
"['Indie', 'Simulation', 'Strategy']",Aven Colony - Soundtrack,"['Strategy', 'Indie', 'Simulation']",685820,Mothership Entertainment LLC,2017,4.99
"['Action', 'Indie']",Pressure Overdrive,"['Action', 'Indie', ""Shoot 'Em Up"", 'Arcade', 'Twin Stick Shooter', 'Singleplayer', 'Co-op', 'Great Soundtrack', 'Family Friendly', 'Funny', 'Controller', 'Local Co-Op', 'Comedy', 'Replay Value', 'Bullet Hell', 'Stylized', 'Procedural Generation', 'Driving', 'Difficult', 'Character Customization']",425240,Chasing Carrots,2017,12.99
['Action'],Fate/EXTELLA,"['Anime', 'Action', 'Hack and Slash', 'Story Rich', 'Nudity', 'Great Soundtrack', 'Female Protagonist', 'Singleplayer', 'Cute', 'JRPG', 'Visual Novel', 'Fighting', 'Sexual Content']",511680,Marvelous Inc.,2017,49.99
['Indie'],V: Soundtrack,['Indie'],683420,Creability,2017,3.99
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Desserts,"['Strategy', 'Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports']",591509,DL Softworks,2017,6.99
['Indie'],Audioship,['Indie'],661560,Insanity Interactive,2017,6.99
['Action'],Fate/EXTELLA - Stay night Model (Gilgamesh),['Action'],626562,Marvelous Inc.,2017,0.99
['Action'],Fate/EXTELLA - Stay night Model (Nameless),['Action'],626560,Marvelous Inc.,2017,0.99
['Action'],Fate/EXTELLA - Stay night Model (Artoria),['Action'],626561,Marvelous Inc.,2017,0.99
['Action'],Fate/EXTELLA - Immoral Biker Jacket,['Action'],626548,Marvelous Inc.,2017,1.99
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",Hobo: Tough Life,"['Early Access', 'Adventure', 'RPG', 'Simulation', 'Indie', 'Survival', 'Multiplayer']",632300,Perun Creative,2017,18.99
['Action'],Fate/EXTELLA - Formal King,['Action'],626547,Marvelous Inc.,2017,1.99
['Casual'],Village Of Souls,"['Casual', 'Indie', 'City Builder']",671670,videjagamesyo,2017,3.99
"['Action', 'Indie']",Catch a Lover,"['Indie', 'Action', 'Funny', 'Co-op', 'Local Multiplayer']",589320,Toxic Dog,2017,6.99
"['Action', 'Casual', 'Indie']",Swap Blocks Soundtrack,"['Action', 'Indie', 'Casual', 'Soundtrack']",672170,Wizbyte Games,2017,0.99
"['Action', 'Indie', 'Early Access']",Crashnauts,"['Early Access', 'Action', 'Indie', 'Competitive', 'Multiplayer', 'Local Multiplayer', '2D', 'Shooter']",414490,Fueled By Rockets,2017,9.99
"['Adventure', 'Casual']",Fierce Tales: Marcus' Memory Collector's Edition,"['Adventure', 'Casual', 'Hidden Object']",678420,Blam! Games,2017,12.99
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Iron Tides,"['Early Access', 'Indie', 'Strategy', 'Casual', 'Adventure', 'Simulation', 'Turn-Based Combat', 'Turn-Based Tactics', 'Tactical', 'Turn-Based']",609410,Crash Wave Games Inc.,2017,14.99
"['Indie', 'RPG']",Fateholders of Tetsoidea RPG,"['Indie', 'RPG', 'Funny', 'JRPG', 'RPGMaker']",665240,Brewsterland Studios,2017,2.99
"['Adventure', 'Indie', 'Simulation', 'Strategy']",Pixel Shopkeeper,"['Simulation', 'Indie', 'Adventure', 'Strategy', 'Management', 'Puzzle', 'Pixel Graphics']",603940,"Pixel Prototype, LLC",2017,7.99
['Indie'],Glasswinged Ascension,"['Indie', 'Stealth', 'Cyberpunk', 'Sci-fi', 'Story Rich', 'Difficult']",668670,Sergey Kalmanovich (aka Red Spot Sylphina),2017,2.99
"['Casual', 'Indie']",Zup! 5 - DLC,"['Casual', 'Indie', 'Minimalist', 'Puzzle', 'Physics', 'Singleplayer', '2D', 'Short', 'Relaxing']",683060,Quiet River,2017,0.0
['Simulation'],Train Simulator: Network Southeast Class 205 ‘Thumper’ DEMU Add-On,['Simulation'],500244,Armstrong Powerhouse,2017,19.99
"['Adventure', 'Indie']",Anxiety,"['Indie', 'Adventure', 'Pixel Graphics']",667340,PiFTy,2017,0.99
"['Indie', 'Strategy']",Cursed Treasure 2,"['Indie', 'Strategy', 'Tower Defense', 'Real-Time with Pause', 'Real-Time', '2D', 'RTS']",643960,IriySoft,2017,4.99
"['Indie', 'Simulation', 'Early Access']",RXE,"['Early Access', 'Indie', 'Simulation']",654940,Buce Studios LLC,2017,5.99
"['Adventure', 'Casual']",Chimeras: The Signs of Prophecy Collector's Edition,"['Adventure', 'Casual', 'Hidden Object']",678410,Elephant Games,2017,12.99
"['Action', 'Adventure', 'Casual', 'Indie']",No Time to Explain OST,"['Action', 'Adventure', 'Indie', 'Casual']",681560,"tinyBuild,MrFuby",2017,4.99
"['Adventure', 'Indie']",Planet Ancyra Chronicles,"['Adventure', 'Indie', 'Sci-fi', 'Walking Simulator', 'Story Rich']",324060,Pulsetense Games,2017,9.99
['Strategy'],Solar Settlers,"['Strategy', 'Puzzle', 'Board Game', 'Card Game', 'Space', 'Turn-Based', 'Procedural Generation', 'Turn-Based Strategy', 'Indie', 'Sci-fi']",655480,BrainGoodGames,2017,9.99
"['Adventure', 'Indie']",Dreamfall Chapters,"['Adventure', 'Story Rich', 'Female Protagonist', 'Atmospheric', 'Fantasy', 'Cyberpunk', 'Choices Matter', 'Kickstarter', 'Episodic', 'Singleplayer', 'Third Person', 'Sci-fi', 'Point & Click', 'Indie', 'Great Soundtrack', 'Futuristic', 'Exploration', 'Choose Your Own Adventure', 'Walking Simulator', 'Action']",237850,Red Thread Games,2017,24.99
"['Action', 'Casual', 'Indie']",Swap Blocks,"['Action', 'Casual', 'Indie', 'Puzzle', 'Match 3', 'Local Multiplayer']",672030,Wizbyte Games,2017,4.99
"['Action', 'Adventure', 'Casual', 'Indie']",MicroSpy,"['Action', 'Adventure', 'Indie', 'Casual']",669570,Immersion,2017,2.99
"['Casual', 'Indie']",MIND BLOX 🔳,"['Casual', 'Indie', 'Puzzle', 'Action', '2D', 'Puzzle-Platformer', 'Minimalist', 'Physics', 'Difficult', 'Sandbox', 'Atmospheric', 'Arcade', 'Surreal', 'Level Editor', 'Great Soundtrack', 'Fantasy', 'Colorful', 'Replay Value', 'Relaxing', 'Dark']",669930,DRUNKEN APES,2017,2.99
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Pastry Lovers,"['Simulation', 'Visual Novel', 'Otome', 'RPG', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Dating Sim', 'Romance', 'Anime', 'Female Protagonist']",568750,橙光游戏,2017,4.99
"['Adventure', 'Strategy']",Cube Jumping,"['Strategy', 'Adventure']",665550,Frederik Holst,2017,3.99
"['Casual', 'Indie', 'Early Access']",Dog Theatre,"['Early Access', 'Casual', 'Indie']",667880,Kyon Games,2017,2.99
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",Desolate Wastes: Vendor Chronicles,"['Casual', 'Action', 'Indie', 'Strategy', 'Simulation']",563120,Rotatipyra,2017,1.99
"['Action', 'Indie']",Neon Hardcore,"['Action', 'Indie', 'Difficult']",673660,Laush Dmitriy Sergeevich,2017,0.99
"['Adventure', 'Casual', 'Indie']",Tell a Demon,"['Indie', 'Adventure', 'Casual', 'Visual Novel', 'Female Protagonist']",679230,Sun Labyrinth LLC,2017,12.99
"['Adventure', 'Casual', 'Indie']",Tell a Demon - Soundtrack &amp; Bonus Material,"['Adventure', 'Indie', 'Casual']",679340,Sun Labyrinth LLC,2017,2.99
"['Action', 'Adventure', 'Indie']",Escape From Space Shredder,"['Adventure', 'Action', 'Indie']",681540,s_unk,2017,2.99
"['Casual', 'Indie', 'Strategy']",Defense of Roman Britain,"['Indie', 'Casual', 'Strategy', 'Tower Defense']",657790,First Games Interactive,2017,6.99
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Lycah,"['Adventure', 'Strategy', 'Indie', 'Casual', 'Simulation', 'RPG', 'RPGMaker']",681980,Crow's Perch,2017,2.99
"['Action', 'Indie']",Dirty Fighter 1,"['Sexual Content', 'Nudity', 'Violent', 'Action', 'Indie']",674980,Dirty Fighter Team,2017,7.99
"['Casual', 'Indie']",Telepathy Zero,"['Indie', 'Casual', 'Free to Play', '2D', 'Sci-fi', 'Robots', 'Mouse only', 'Short', 'Point & Click', 'Relaxing']",655170,Andrii Vintsevych,2017,0.0
['Strategy'],Conquest of the New World,['Strategy'],674190,Quicksilver Software,1996,9.99
"['Action', 'Indie']",Angel Flare,"['Action', 'Indie']",432790,Kuchnier Games,2017,9.99
"['Action', 'Indie']",Deadly Sky,"['Action', 'Indie']",661590,SharkGame,2017,1.99
['Indie'],Eskimo Bob: Starring Alfonzo,"['Indie', 'Pixel Graphics', 'Platformer', 'Retro', 'Puzzle-Platformer']",651360,Spoony Bard Productions,2017,4.99
"['Adventure', 'Casual']",My Personal Angel,"['Casual', 'Adventure', 'Visual Novel']",664570,morojenoe's empire,2017,9.99
['Strategy'],Armored Freedom,"['Strategy', 'Mechs', 'Board Game']",586150,Killer Bees Games,2017,9.99
"['Action', 'Adventure', 'Casual', 'Indie']",Mint,"['Action', 'Indie', 'Casual', 'Adventure']",670100,DGHZ,2017,2.99
['Strategy'],Civil War: Bull Run 1861,['Strategy'],374960,HexWar Games,2017,9.99
"['Casual', 'Indie']",Ballway,"['Indie', 'Casual', 'Puzzle', 'Physics', '2D', 'Destruction']",654770,Freedomize Studio,2017,0.99
"['Action', 'Casual', 'Indie', 'Sports']",Behold the Kickmen,"['Sports', 'Indie', 'Action', 'Casual', 'Soccer', 'Football']",529440,Size Five Games,2017,3.99
"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Early Access']",Dark and Light,"['Early Access', 'Massively Multiplayer', 'Survival', 'Open World', 'Sandbox', 'RPG', 'Fantasy', 'Adventure', 'Magic', 'MMORPG', 'Action', 'Dragons', 'Multiplayer', 'Simulation', 'Crafting', 'Medieval', 'Base Building', 'PvP', 'Singleplayer', 'Dark']",529180,Snail Games USA,2017,29.99
"['Indie', 'Simulation']",Lawnmower Game,"['Indie', 'Simulation']",658600,"Tero Lunkka,Mikko Seppälä",2017,1.99
"['Action', 'Adventure', 'Indie', 'RPG']",Exatron Quest 2,"['Adventure', 'Indie', 'RPG', 'Action', 'RPGMaker']",669410,Pillet Michael,2017,4.99
"['Casual', 'Indie', 'Strategy']",Mad Muzzles,"['Strategy', 'Indie', 'Casual', 'Match 3']",661800,hallunazigames,2017,0.99
"['Action', 'Casual', 'Indie', 'Strategy']",ElectricScribe,"['Strategy', 'Action', 'Indie', 'Casual']",661810,hallunazigames,2017,0.99
"['Action', 'Indie']",Strike Vector EX,"['Action', 'Indie', 'Shooter', 'Sci-fi', 'Mechs', 'Fast-Paced', 'Multiplayer', 'Flight']",476360,Ragequit Corporation,2017,11.99
"['Action', 'Indie']",Army Craft,"['Action', 'Indie']",662590,InvoHer,2017,0.99
"['Casual', 'Indie', 'Simulation']",Endless ATC,"['Casual', 'Simulation', 'Indie']",666610,startgrid,2015,2.99
"['Action', 'Casual', 'Indie', 'Strategy']",SPACE BATTLE: Humanity,"['Strategy', 'Action', 'Indie', 'Casual', 'Space']",661970,Crabby Team,2017,1.99
"['Indie', 'Simulation', 'Strategy']",Megacity Builder,"['Indie', 'Strategy', 'Simulation', 'City Builder']",630360,Andrew Rowe,2017,14.99
['Simulation'],FSX Steam Edition: Robinson R44 Add-On,['Simulation'],602811,Just Flight,2017,16.99
"['Action', 'Indie', 'Simulation', 'Strategy']",Poseidon - Project Dark Sky,"['Strategy', 'Action', 'Indie', 'Simulation', 'Naval']",672770,DP Corp,2017,9.99
['Simulation'],FSX Steam Edition: Toposim Central America Add-On,['Simulation'],622351,Toposim,2017,9.99
"['Indie', 'Strategy', 'Early Access']",Space Tyrant,"['Early Access', 'Strategy', 'Indie', 'Turn-Based Strategy', 'Funny', 'Villain Protagonist', '4X', 'Sci-fi', 'Rogue-lite']",562230,Blue Wizard Digital,2017,19.99
"['Adventure', 'Casual']",Dark Tales: Edgar Allan Poe's The Fall of the House of Usher Collector's Edition,"['Adventure', 'Casual', 'Hidden Object']",678400,ERS G Studios,2017,12.99
"['Action', 'Adventure', 'Indie']",Reversed Dreamland,"['Indie', 'Adventure', 'Action', '2D', 'Platformer', 'Singleplayer', 'Controller', 'Puzzle-Platformer', 'Casual', 'Difficult', 'Great Soundtrack']",659750,10kbit Games,2017,1.99
"['Adventure', 'Indie']",Aporia: Beyond The Valley,"['Indie', 'Adventure', 'Puzzle', 'Atmospheric', 'First-Person', 'Walking Simulator', 'Horror']",573130,Investigate North,2017,16.99
['Action'],Fire Fighter,['Action'],667450,Dataware,2017,6.99
"['Action', 'Casual', 'Indie']",Hooligan Vasja: Christmas,"['Action', 'Indie', 'Casual']",667360,Trident Game Studio,2017,0.99
"['Action', 'Adventure', 'Free to Play', 'Strategy']",Gigantic Ultimate Pack,"['Adventure', 'Action', 'Strategy', 'Free to Play']",650611,Motiga Inc.,2017,29.99
"['Action', 'Indie']",Blood Feed,"['Indie', 'Action', 'FPS']",575950,Racing Bros,2017,4.99
"['Adventure', 'Free to Play', 'Indie', 'RPG']",iTownGamePlay UNIVERSE,"['Free to Play', 'Adventure', 'Indie', 'RPG', 'Multiplayer', 'RPGMaker', 'Nudity']",667120,UnderMax Games,2017,0.0
"['Indie', 'Early Access']",StarShip Constructor,"['Early Access', 'Indie', 'Space', 'Sandbox', 'Building', '2D']",569770,SSCTEAM,2017,4.99
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Pharmakon,"['Strategy', 'Indie', 'Action', 'Adventure', 'Casual', 'Turn-Based', 'Puzzle', 'Tactical', 'Turn-Based Tactics', 'Turn-Based Combat', 'Sci-fi', 'Turn-Based Strategy', 'Procedural Generation', 'Resource Management', 'Singleplayer', 'Retro', 'Replay Value', '2D', 'Rogue-lite', 'Difficult']",654660,Visumeca Games,2017,9.99
"['Action', 'Adventure', 'Indie', 'RPG']",The Slimeking's Tower - Soundtrack,"['Action', 'Adventure', 'RPG', 'Indie']",678710,CodeManu,2017,0.0
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",Button Button,"['Early Access', 'Action', 'Adventure', 'Indie', 'Casual']",623320,Centrosphere Game,2017,6.99
['Simulation'],Euro Fishing: Foundry Dock,['Simulation'],321460,Dovetail Games,2017,10.99
"['Adventure', 'Casual', 'Indie']",The Zwuggels - A Beach Holiday Adventure for Kids,"['Casual', 'Adventure', 'Indie', 'Family Friendly', 'Cute', 'Cartoon', 'Pirates', 'Singleplayer', 'Point & Click', 'Colorful', 'Relaxing', 'Cartoony', 'Fishing', 'Mouse only', 'Linear', 'Female Protagonist']",663370,Ploosh GmbH,2017,2.99
"['Action', 'Casual', 'Indie']",Marooners Deluxe DLC,"['Action', 'Indie', 'Casual']",674000,M2H,2017,1.99
"['Action', 'Adventure', 'Indie']",Geneticognito,"['Action', 'Adventure', 'Indie']",655490,Blob Games Studio,2017,2.99
['Casual'],Spirit of the Ancient Forest,"['Casual', 'Hidden Object', 'Puzzle']",657230,Shaman Games Studio,2017,4.99
"['Indie', 'Simulation', 'Strategy']",Kingdoms and Castles,"['City Builder', 'Strategy', 'Simulation', 'Medieval', 'Building', 'Indie', 'Singleplayer', 'Sandbox', 'Action', 'Resource Management', 'Casual', 'Voxel', 'Survival', 'Base Building', 'Pixel Graphics', 'RTS', 'Multiplayer', 'Management', 'Colorful', 'Great Soundtrack']",569480,"Lion Shield, LLC",2017,9.99
"['Casual', 'Free to Play', 'Strategy']",Knightfall: Rivals,"['Free to Play', 'Strategy', 'Casual', 'Card Game']",587460,Behaviour Interactive Inc.,2017,0.0
